datetime,date,pv,pv_normalized,pv_130kW,pv_20kW,pv_50kW
3/26/21 00:00,3/26/21,0,0,0,0,0
3/26/21 00:02,3/26/21,0,0,0,0,0
3/26/21 00:03,3/26/21,0,0,0,0,0
3/26/21 00:05,3/26/21,0,0,0,0,0
3/26/21 00:07,3/26/21,0,0,0,0,0
3/26/21 00:09,3/26/21,0,0,0,0,0
3/26/21 00:11,3/26/21,0,0,0,0,0
3/26/21 00:13,3/26/21,0,0,0,0,0
3/26/21 00:15,3/26/21,0,0,0,0,0
3/26/21 00:17,3/26/21,0,0,0,0,0
3/26/21 00:19,3/26/21,0,0,0,0,0
3/26/21 00:20,3/26/21,0,0,0,0,0
3/26/21 00:22,3/26/21,0,0,0,0,0
3/26/21 00:24,3/26/21,0,0,0,0,0
3/26/21 00:26,3/26/21,0,0,0,0,0
3/26/21 00:28,3/26/21,0,0,0,0,0
3/26/21 00:30,3/26/21,0,0,0,0,0
3/26/21 00:32,3/26/21,0,0,0,0,0
3/26/21 00:34,3/26/21,0,0,0,0,0
3/26/21 00:36,3/26/21,0,0,0,0,0
3/26/21 00:37,3/26/21,0,0,0,0,0
3/26/21 00:39,3/26/21,0,0,0,0,0
3/26/21 00:41,3/26/21,0,0,0,0,0
3/26/21 00:43,3/26/21,0,0,0,0,0
3/26/21 00:45,3/26/21,0,0,0,0,0
3/26/21 00:47,3/26/21,0,0,0,0,0
3/26/21 00:49,3/26/21,0,0,0,0,0
3/26/21 00:51,3/26/21,0,0,0,0,0
3/26/21 00:52,3/26/21,0,0,0,0,0
3/26/21 00:54,3/26/21,0,0,0,0,0
3/26/21 00:56,3/26/21,0,0,0,0,0
3/26/21 00:58,3/26/21,0,0,0,0,0
3/26/21 01:00,3/26/21,0,0,0,0,0
3/26/21 01:02,3/26/21,0,0,0,0,0
3/26/21 01:04,3/26/21,0,0,0,0,0
3/26/21 01:06,3/26/21,0,0,0,0,0
3/26/21 01:08,3/26/21,0,0,0,0,0
3/26/21 01:09,3/26/21,0,0,0,0,0
3/26/21 01:11,3/26/21,0,0,0,0,0
3/26/21 01:13,3/26/21,0,0,0,0,0
3/26/21 01:15,3/26/21,0,0,0,0,0
3/26/21 01:17,3/26/21,0,0,0,0,0
3/26/21 01:19,3/26/21,0,0,0,0,0
3/26/21 01:21,3/26/21,0,0,0,0,0
3/26/21 01:23,3/26/21,0,0,0,0,0
3/26/21 01:25,3/26/21,0,0,0,0,0
3/26/21 01:26,3/26/21,0,0,0,0,0
3/26/21 01:28,3/26/21,0,0,0,0,0
3/26/21 01:30,3/26/21,0,0,0,0,0
3/26/21 01:32,3/26/21,0,0,0,0,0
3/26/21 01:34,3/26/21,0,0,0,0,0
3/26/21 01:36,3/26/21,0,0,0,0,0
3/26/21 01:38,3/26/21,0,0,0,0,0
3/26/21 01:40,3/26/21,0,0,0,0,0
3/26/21 01:41,3/26/21,0,0,0,0,0
3/26/21 01:43,3/26/21,0,0,0,0,0
3/26/21 01:45,3/26/21,0,0,0,0,0
3/26/21 01:47,3/26/21,0,0,0,0,0
3/26/21 01:49,3/26/21,0,0,0,0,0
3/26/21 01:51,3/26/21,0,0,0,0,0
3/26/21 01:53,3/26/21,0,0,0,0,0
3/26/21 01:55,3/26/21,0,0,0,0,0
3/26/21 01:57,3/26/21,0,0,0,0,0
3/26/21 01:58,3/26/21,0,0,0,0,0
3/26/21 02:00,3/26/21,0,0,0,0,0
3/26/21 02:02,3/26/21,0,0,0,0,0
3/26/21 02:04,3/26/21,0,0,0,0,0
3/26/21 02:06,3/26/21,0,0,0,0,0
3/26/21 02:08,3/26/21,0,0,0,0,0
3/26/21 02:10,3/26/21,0,0,0,0,0
3/26/21 02:12,3/26/21,0,0,0,0,0
3/26/21 02:14,3/26/21,0,0,0,0,0
3/26/21 02:15,3/26/21,0,0,0,0,0
3/26/21 02:17,3/26/21,0,0,0,0,0
3/26/21 02:19,3/26/21,0,0,0,0,0
3/26/21 02:21,3/26/21,0,0,0,0,0
3/26/21 02:23,3/26/21,0,0,0,0,0
3/26/21 02:25,3/26/21,0,0,0,0,0
3/26/21 02:27,3/26/21,0,0,0,0,0
3/26/21 02:29,3/26/21,0,0,0,0,0
3/26/21 02:30,3/26/21,0,0,0,0,0
3/26/21 02:32,3/26/21,0,0,0,0,0
3/26/21 02:34,3/26/21,0,0,0,0,0
3/26/21 02:36,3/26/21,0,0,0,0,0
3/26/21 02:38,3/26/21,0,0,0,0,0
3/26/21 02:40,3/26/21,0,0,0,0,0
3/26/21 02:42,3/26/21,0,0,0,0,0
3/26/21 02:44,3/26/21,0,0,0,0,0
3/26/21 02:46,3/26/21,0,0,0,0,0
3/26/21 02:47,3/26/21,0,0,0,0,0
3/26/21 02:49,3/26/21,0,0,0,0,0
3/26/21 02:51,3/26/21,0,0,0,0,0
3/26/21 02:53,3/26/21,0,0,0,0,0
3/26/21 02:55,3/26/21,0,0,0,0,0
3/26/21 02:57,3/26/21,0,0,0,0,0
3/26/21 02:59,3/26/21,0,0,0,0,0
3/26/21 03:01,3/26/21,0,0,0,0,0
3/26/21 03:03,3/26/21,0,0,0,0,0
3/26/21 03:04,3/26/21,0,0,0,0,0
3/26/21 03:06,3/26/21,0,0,0,0,0
3/26/21 03:08,3/26/21,0,0,0,0,0
3/26/21 03:10,3/26/21,0,0,0,0,0
3/26/21 03:12,3/26/21,0,0,0,0,0
3/26/21 03:14,3/26/21,0,0,0,0,0
3/26/21 03:16,3/26/21,0,0,0,0,0
3/26/21 03:18,3/26/21,0,0,0,0,0
3/26/21 03:19,3/26/21,0,0,0,0,0
3/26/21 03:21,3/26/21,0,0,0,0,0
3/26/21 03:23,3/26/21,0,0,0,0,0
3/26/21 03:25,3/26/21,0,0,0,0,0
3/26/21 03:27,3/26/21,0,0,0,0,0
3/26/21 03:29,3/26/21,0,0,0,0,0
3/26/21 03:31,3/26/21,0,0,0,0,0
3/26/21 03:33,3/26/21,0,0,0,0,0
3/26/21 03:35,3/26/21,0,0,0,0,0
3/26/21 03:36,3/26/21,0,0,0,0,0
3/26/21 03:38,3/26/21,0,0,0,0,0
3/26/21 03:40,3/26/21,0,0,0,0,0
3/26/21 03:42,3/26/21,0,0,0,0,0
3/26/21 03:44,3/26/21,0,0,0,0,0
3/26/21 03:46,3/26/21,0,0,0,0,0
3/26/21 03:48,3/26/21,0,0,0,0,0
3/26/21 03:50,3/26/21,0,0,0,0,0
3/26/21 03:52,3/26/21,0,0,0,0,0
3/26/21 03:53,3/26/21,0,0,0,0,0
3/26/21 03:55,3/26/21,0,0,0,0,0
3/26/21 03:57,3/26/21,0,0,0,0,0
3/26/21 03:59,3/26/21,0,0,0,0,0
3/26/21 04:01,3/26/21,0,0,0,0,0
3/26/21 04:03,3/26/21,0,0,0,0,0
3/26/21 04:05,3/26/21,0,0,0,0,0
3/26/21 04:07,3/26/21,0,0,0,0,0
3/26/21 04:08,3/26/21,0,0,0,0,0
3/26/21 04:10,3/26/21,0,0,0,0,0
3/26/21 04:12,3/26/21,0,0,0,0,0
3/26/21 04:14,3/26/21,0,0,0,0,0
3/26/21 04:16,3/26/21,0,0,0,0,0
3/26/21 04:18,3/26/21,0,0,0,0,0
3/26/21 04:20,3/26/21,0,0,0,0,0
3/26/21 04:22,3/26/21,0,0,0,0,0
3/26/21 04:24,3/26/21,0,0,0,0,0
3/26/21 04:25,3/26/21,0,0,0,0,0
3/26/21 04:27,3/26/21,0,0,0,0,0
3/26/21 04:29,3/26/21,0,0,0,0,0
3/26/21 04:31,3/26/21,0,0,0,0,0
3/26/21 04:33,3/26/21,0,0,0,0,0
3/26/21 04:35,3/26/21,0,0,0,0,0
3/26/21 04:37,3/26/21,0,0,0,0,0
3/26/21 04:39,3/26/21,0,0,0,0,0
3/26/21 04:41,3/26/21,0,0,0,0,0
3/26/21 04:42,3/26/21,0,0,0,0,0
3/26/21 04:44,3/26/21,0,0,0,0,0
3/26/21 04:46,3/26/21,0,0,0,0,0
3/26/21 04:48,3/26/21,0,0,0,0,0
3/26/21 04:50,3/26/21,0,0,0,0,0
3/26/21 04:52,3/26/21,0,0,0,0,0
3/26/21 04:54,3/26/21,0,0,0,0,0
3/26/21 04:56,3/26/21,0,0,0,0,0
3/26/21 04:58,3/26/21,0,0,0,0,0
3/26/21 04:59,3/26/21,0,0,0,0,0
3/26/21 05:01,3/26/21,0,0,0,0,0
3/26/21 05:03,3/26/21,0,0,0,0,0
3/26/21 05:05,3/26/21,0,0,0,0,0
3/26/21 05:07,3/26/21,0,0,0,0,0
3/26/21 05:09,3/26/21,0,0,0,0,0
3/26/21 05:11,3/26/21,0,0,0,0,0
3/26/21 05:13,3/26/21,0,0,0,0,0
3/26/21 05:14,3/26/21,0,0,0,0,0
3/26/21 05:16,3/26/21,0,0,0,0,0
3/26/21 05:18,3/26/21,0,0,0,0,0
3/26/21 05:20,3/26/21,0,0,0,0,0
3/26/21 05:22,3/26/21,0,0,0,0,0
3/26/21 05:24,3/26/21,0,0,0,0,0
3/26/21 05:26,3/26/21,0,0,0,0,0
3/26/21 05:28,3/26/21,0,0,0,0,0
3/26/21 05:30,3/26/21,0,0,0,0,0
3/26/21 05:31,3/26/21,0,0,0,0,0
3/26/21 05:33,3/26/21,0,0,0,0,0
3/26/21 05:35,3/26/21,0,0,0,0,0
3/26/21 05:37,3/26/21,0,0,0,0,0
3/26/21 05:39,3/26/21,0,0,0,0,0
3/26/21 05:41,3/26/21,0,0,0,0,0
3/26/21 05:43,3/26/21,0,0,0,0,0
3/26/21 05:45,3/26/21,0,0,0,0,0
3/26/21 05:46,3/26/21,0,0,0,0,0
3/26/21 05:48,3/26/21,0,0,0,0,0
3/26/21 05:50,3/26/21,0,0,0,0,0
3/26/21 05:52,3/26/21,0,0,0,0,0
3/26/21 05:54,3/26/21,0,0,0,0,0
3/26/21 05:56,3/26/21,0,0,0,0,0
3/26/21 05:58,3/26/21,-1.1,0.002796136,0.363497718,0.055922726,0.139806815
3/26/21 06:00,3/26/21,-1.7,0.004321302,0.5617692,0.086426031,0.216065077
3/26/21 06:02,3/26/21,-2.1,0.005338078,0.693950189,0.106761567,0.266903919
3/26/21 06:03,3/26/21,-2.9,0.007371632,0.958312165,0.147432641,0.368581602
3/26/21 06:05,3/26/21,-3.2,0.008134215,1.057447906,0.162684293,0.406710733
3/26/21 06:07,3/26/21,-4.4,0.011184545,1.453990871,0.223690903,0.559227258
3/26/21 06:09,3/26/21,-5,0.01270971,1.652262354,0.254194208,0.635485521
3/26/21 06:11,3/26/21,-6,0.015251652,1.982714824,0.30503305,0.762582625
3/26/21 06:13,3/26/21,-6.8,0.017285206,2.247076801,0.345704123,0.864260308
3/26/21 06:15,3/26/21,-8,0.020335537,2.643619766,0.406710733,1.016776833
3/26/21 06:17,3/26/21,-8.9,0.022623285,2.941026989,0.452465691,1.131164227
3/26/21 06:19,3/26/21,-10.1,0.025673615,3.337569954,0.513472301,1.283680752
3/26/21 06:20,3/26/21,-10.9,0.027707169,3.601931931,0.554143374,1.385358435
3/26/21 06:22,3/26/21,-12.4,0.031520082,4.097610637,0.630401636,1.576004091
3/26/21 06:24,3/26/21,-13.3,0.03380783,4.395017861,0.676156594,1.690391485
3/26/21 06:26,3/26/21,-14.7,0.037366549,4.85765132,0.747330972,1.868327431
3/26/21 06:28,3/26/21,-15.9,0.040416879,5.254194285,0.808337582,2.020843956
3/26/21 06:30,3/26/21,-17.6,0.044738181,5.815963485,0.894763613,2.236909033
3/26/21 06:32,3/26/21,-18.9,0.048042705,6.245551697,0.960854107,2.402135268
3/26/21 06:34,3/26/21,-20.799999,0.052872393,6.873411061,1.057447855,2.643619639
3/26/21 06:35,3/26/21,-22.200001,0.056431117,7.336045181,1.128622335,2.821555839
3/26/21 06:37,3/26/21,-24.5,0.062277581,8.096085533,1.24555162,3.113879051
3/26/21 06:39,3/26/21,-26.200001,0.066598885,8.657855063,1.331977702,3.329944255
3/26/21 06:41,3/26/21,-28.799999,0.073207929,9.517030826,1.464158589,3.660396472
3/26/21 06:43,3/26/21,-30.6,0.077783428,10.1118456,1.555668554,3.889171386
3/26/21 06:45,3/26/21,-33.099998,0.084138278,10.93797612,1.682765557,4.206913892
3/26/21 06:47,3/26/21,-34.799999,0.088459582,11.49974565,1.769191639,4.422979096
3/26/21 06:49,3/26/21,-37.799999,0.096085408,12.49110306,1.921708164,4.804270409
3/26/21 06:51,3/26/21,-40.200001,0.102186074,13.28418965,2.043721485,5.109303713
3/26/21 06:52,3/26/21,-43.900002,0.111591263,14.50686413,2.23182525,5.579563125
3/26/21 06:54,3/26/21,-46.5,0.118200307,15.36603989,2.364006137,5.910015342
3/26/21 06:56,3/26/21,-50.099998,0.127351293,16.55566812,2.547025865,6.367564662
3/26/21 06:58,3/26/21,-52.5,0.133451959,17.34875471,2.669039187,6.672597967
3/26/21 07:00,3/26/21,-56.099998,0.142602946,18.53838295,2.852058915,7.130147287
3/26/21 07:02,3/26/21,-58.5,0.148703612,19.33146954,2.974072237,7.435180591
3/26/21 07:04,3/26/21,-61.799999,0.157092018,20.42196236,3.141840363,7.854600908
3/26/21 07:06,3/26/21,-64.400002,0.163701075,21.28113978,3.274021504,8.18505376
3/26/21 07:08,3/26/21,-68.599998,0.174377222,22.66903883,3.487544435,8.718861089
3/26/21 07:09,3/26/21,-71.099998,0.180732077,23.49517001,3.61464154,9.036603849
3/26/21 07:11,3/26/21,-75.099998,0.190899845,24.81697989,3.817996906,9.544992266
3/26/21 07:13,3/26/21,-77.699997,0.197508892,25.67615598,3.950177844,9.875444609
3/26/21 07:15,3/26/21,-81.800003,0.20793087,27.0310131,4.158617399,10.3965435
3/26/21 07:17,3/26/21,-84.400002,0.214539917,27.89018919,4.290798337,10.72699584
3/26/21 07:19,3/26/21,-88.800003,0.225724465,29.34418039,4.514489291,11.28622323
3/26/21 07:21,3/26/21,-91.5,0.232587701,30.23640107,4.651754011,11.62938503
3/26/21 07:23,3/26/21,-95.400002,0.24250128,31.52516637,4.850025595,12.12506399
3/26/21 07:25,3/26/21,-97.800003,0.248601943,32.31825263,4.972038866,12.43009716
3/26/21 07:26,3/26/21,-102.199997,0.259786473,33.77224152,5.195729464,12.98932366
3/26/21 07:28,3/26/21,-104.800003,0.266395538,34.63141992,5.327910757,13.31977689
3/26/21 07:30,3/26/21,-109.099998,0.277325876,36.0523639,5.546517522,13.86629381
3/26/21 07:32,3/26/21,-111.599998,0.283680731,36.87849507,5.673614626,14.18403657
3/26/21 07:34,3/26/21,-115.900002,0.294611092,38.29944202,5.892221849,14.73055462
3/26/21 07:36,3/26/21,-118.699997,0.301728518,39.22470728,6.034570351,15.08642588
3/26/21 07:38,3/26/21,-122.699997,0.311896286,40.54651717,6.237925718,15.59481429
3/26/21 07:40,3/26/21,-125.199997,0.318251141,41.37264834,6.365022822,15.91255706
3/26/21 07:41,3/26/21,-129.399994,0.32892729,42.76054773,6.578545804,16.44636451
3/26/21 07:43,3/26/21,-132.5,0.336807326,43.78495237,6.736146519,16.8403663
3/26/21 07:45,3/26/21,-137,0.348246065,45.27198849,6.964921306,17.41230327
3/26/21 07:47,3/26/21,-139.600006,0.35485513,46.1311669,7.097102599,17.7427565
3/26/21 07:49,3/26/21,-143.399994,0.364514479,47.38688232,7.290289588,18.22572397
3/26/21 07:51,3/26/21,-146.100006,0.371377754,48.27910796,7.42755507,18.56888768
3/26/21 07:53,3/26/21,-151.100006,0.384087464,49.93137031,7.681749278,19.2043732
3/26/21 07:55,3/26/21,-152.899994,0.388662929,50.52618079,7.773258583,19.43314646
3/26/21 07:57,3/26/21,-156.800003,0.398576526,51.8149484,7.971530523,19.92882631
3/26/21 07:58,3/26/21,-160.699997,0.408490085,53.10371105,8.169801701,20.42450425
3/26/21 08:00,3/26/21,-164,0.416878502,54.1942052,8.337570031,20.84392508
3/26/21 08:02,3/26/21,-166,0.421962386,54.85511014,8.439247714,21.09811928
3/26/21 08:04,3/26/21,-170.600006,0.433655335,56.37519349,8.67310669,21.68276673
3/26/21 08:06,3/26/21,-174.699997,0.444077274,57.73004564,8.881545484,22.20386371
3/26/21 08:08,3/26/21,-177.300003,0.450686339,58.58922405,9.013726777,22.53431694
3/26/21 08:10,3/26/21,-181.399994,0.461108279,59.94407621,9.22216557,23.05541393
3/26/21 08:12,3/26/21,-184.399994,0.468734105,60.93543362,9.374682095,23.43670524
3/26/21 08:14,3/26/21,-187.899994,0.477630902,62.09201727,9.552618041,23.8815451
3/26/21 08:15,3/26/21,-190.199997,0.483477376,62.85205894,9.669547529,24.17386882
3/26/21 08:17,3/26/21,-193.600006,0.492120002,63.97560031,9.842400048,24.60600012
3/26/21 08:19,3/26/21,-196.300003,0.498983238,64.86782099,9.979664768,24.94916192
3/26/21 08:21,3/26/21,-200.199997,0.508896797,66.15658365,10.17793595,25.44483986
3/26/21 08:23,3/26/21,-203.100006,0.516268452,67.11489879,10.32536904,25.81342261
3/26/21 08:25,3/26/21,-208.399994,0.529740715,68.86629292,10.59481429,26.48703574
3/26/21 08:27,3/26/21,-210.199997,0.534316218,69.46110835,10.68632436,26.71581091
3/26/21 08:29,3/26/21,-215,0.546517548,71.04728121,10.93035095,27.32587739
3/26/21 08:30,3/26/21,-217.300003,0.552364022,71.80732288,11.04728044,27.61820111
3/26/21 08:32,3/26/21,-220.800003,0.561260819,72.96390653,11.22521639,28.06304097
3/26/21 08:34,3/26/21,-223.5,0.568124055,73.85612721,11.36248111,28.40620277
3/26/21 08:36,3/26/21,-227.199997,0.577529234,75.07880036,11.55058467,28.87646168
3/26/21 08:38,3/26/21,-229.699997,0.583884089,75.90493153,11.67768177,29.19420444
3/26/21 08:40,3/26/21,-233.899994,0.594560238,77.29283092,11.89120476,29.72801189
3/26/21 08:42,3/26/21,-235.5,0.59862736,77.82155686,11.97254721,29.93136802
3/26/21 08:44,3/26/21,-239.899994,0.60981189,79.27554574,12.19623781,30.49059452
3/26/21 08:46,3/26/21,-242.199997,0.615658365,80.03558742,12.3131673,30.78291824
3/26/21 08:47,3/26/21,-245.600006,0.624300991,81.15912879,12.48601981,31.21504954
3/26/21 08:49,3/26/21,-248.300003,0.631164227,82.05134947,12.62328453,31.55821134
3/26/21 08:51,3/26/21,-252.399994,0.641586166,83.40620163,12.83172333,32.07930832
3/26/21 08:53,3/26/21,-253,0.643111347,83.60447509,12.86222694,32.15556734
3/26/21 08:55,3/26/21,-257.398987,0.654293317,85.05813122,13.08586634,32.71466585
3/26/21 08:57,3/26/21,-261.600006,0.664972064,86.44636832,13.29944128,33.2486032
3/26/21 08:59,3/26/21,-264.799988,0.673106233,87.50381028,13.46212466,33.65531165
3/26/21 09:01,3/26/21,-265.299988,0.674377204,87.66903652,13.48754408,33.7188602
3/26/21 09:03,3/26/21,-263.899994,0.6708185,87.20640504,13.41637001,33.54092502
3/26/21 09:04,3/26/21,-260.799988,0.662938465,86.1820004,13.25876929,33.14692323
3/26/21 09:06,3/26/21,-266.200012,0.676665013,87.96645167,13.53330026,33.83325064
3/26/21 09:08,3/26/21,-257,0.653279115,84.92628498,13.0655823,32.66395576
3/26/21 09:10,3/26/21,-271.5,0.690137275,89.7178458,13.80274551,34.50686377
