datetime,net_load_before_pv,pv,net_load_after_pv
3/16/20 0:00,662,0,662
3/16/20 1:00,748,0,748
3/16/20 2:00,686,0,686
3/16/20 3:00,692,0,692
3/16/20 4:00,754,0,754
3/16/20 5:00,938,0,938
3/16/20 6:00,1348,0,1348
3/16/20 7:00,1490,238,1252
3/16/20 8:00,999,701,298
3/16/20 9:00,2023,1723,300
3/16/20 10:00,1837,2383,-546
3/16/20 11:00,1875,2617,-742
3/16/20 12:00,1969,2165,-196
3/16/20 13:00,2215,2977,-762
3/16/20 14:00,2881,2627,254
3/16/20 15:00,1859,1829,30
3/16/20 16:00,2133,479,1654
3/16/20 17:00,1606,378,1228
3/16/20 18:00,1210,6,1204
3/16/20 19:00,1336,0,1336
3/16/20 20:00,1198,0,1198
3/16/20 21:00,1308,0,1308
3/16/20 22:00,1318,0,1318
3/16/20 23:00,1168,0,1168