datetime,net_load_before_pv,pv,net_load_after_pv
3/17/20 0:00,1168,0,1168
3/17/20 1:00,1122,0,1122
3/17/20 2:00,1110,0,1110
3/17/20 3:00,976,0,976
3/17/20 4:00,1148,0,1148
3/17/20 5:00,1098,0,1098
3/17/20 6:00,1344,0,1344
3/17/20 7:00,1899,239,1660
3/17/20 8:00,2022,990,1032
3/17/20 9:00,2014,1646,368
3/17/20 10:00,3564,2260,1304
3/17/20 11:00,1745,2069,-324
3/17/20 12:00,1851,2809,-958
3/17/20 13:00,1502,2676,-1174
3/17/20 14:00,1698,2416,-718
3/17/20 15:00,2271,2143,128
3/17/20 16:00,1753,1299,454
3/17/20 17:00,1396,474,922
3/17/20 18:00,1242,14,1228
3/17/20 19:00,1254,0,1254
3/17/20 20:00,1184,0,1184
3/17/20 21:00,1052,0,1052
3/17/20 22:00,1114,0,1114
3/17/20 23:00,1268,0,1268